"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station","pollution_ratio"
24429,2015,12,13,20,229,275,63,156,6600,11,2.2,1021.9,-4.3,0,"SSE",1.3,"Aotizhongxin",0.832727272727273
24430,2015,12,13,21,269,322,68,157,6900,11,2.1,1021.8,-3.4,0,"SSE",0.8,"Aotizhongxin",0.835403726708075
24431,2015,12,13,22,297,350,70,162,7200,11,2.1,1021.9,-2.8,0,"S",0.8,"Aotizhongxin",0.848571428571429
24432,2015,12,13,23,315,390,73,164,7300,11,2.2,1021.9,-2.5,0,"SW",1,"Aotizhongxin",0.807692307692308
24433,2015,12,14,0,269,287,35,149,4800,8,1.7,1022,-0.2,0,"WSW",2,"Aotizhongxin",0.937282229965157
24434,2015,12,14,1,221,221,14,130,3800,6,0.6,1021.6,0.5,0.6,"WSW",0.7,"Aotizhongxin",1
24435,2015,12,14,2,216,216,12,128,4100,6,0.4,1021,0.4,0.5,"N",0.1,"Aotizhongxin",1
24436,2015,12,14,3,229,229,11,126,4600,7,0.1,1020.5,0.1,0.4,"ENE",0.8,"Aotizhongxin",1
24437,2015,12,14,4,230,230,12,128,4900,7,0.2,1020.1,0.2,0.2,"ENE",0.7,"Aotizhongxin",1
24438,2015,12,14,5,220,220,12,127,5100,7,0.2,1019.6,0.2,0,"ENE",0.9,"Aotizhongxin",1
24439,2015,12,14,6,237,237,12,132,5900,8,0.1,1019.2,0.1,0.1,"ENE",1.4,"Aotizhongxin",1
24440,2015,12,14,7,263,263,13,136,6400,9,0.3,1019.5,0.3,0,"ENE",1.4,"Aotizhongxin",1
24441,2015,12,14,8,273,273,13,135,6600,9,0.4,1019.7,0.4,0,"ENE",1,"Aotizhongxin",1
24442,2015,12,14,9,279,279,13,135,6800,10,0.7,1019.9,0.7,0,"ENE",1.2,"Aotizhongxin",1
24443,2015,12,14,10,300,300,17,136,6700,11,0.8,1020.3,0.8,0,"ENE",1.1,"Aotizhongxin",1
24444,2015,12,14,11,269,269,23,132,5100,12,1.8,1019.8,1.8,0,"ESE",1.1,"Aotizhongxin",1
24445,2015,12,14,12,172,172,35,95,3100,28,4.5,1018.7,-0.9,0,"W",2.2,"Aotizhongxin",1
24446,2015,12,14,13,54,54,26,42,1400,53,5.7,1017.6,-5,0,"NW",3.7,"Aotizhongxin",1
24447,2015,12,14,14,16,16,13,19,700,65,5.6,1017,-7,0,"NW",5.2,"Aotizhongxin",1
24448,2015,12,14,15,18,18,11,18,600,70,5.7,1017.1,-7.5,0,"NW",4.3,"Aotizhongxin",1
24449,2015,12,14,16,17,17,8,23,600,67,4.9,1017.6,-8.3,0,"WNW",6.8,"Aotizhongxin",1
24450,2015,12,14,17,18,18,9,27,600,62,4.1,1018.4,-8,0,"NW",5.1,"Aotizhongxin",1
24451,2015,12,14,18,21,21,10,34,700,57,3.7,1018.9,-8.4,0,"W",3.3,"Aotizhongxin",1
24452,2015,12,14,19,18,18,7,37,700,56,3.8,1019.1,-10.7,0,"WNW",5.9,"Aotizhongxin",1
24453,2015,12,14,20,14,14,5,28,600,65,3.7,1018.9,-10.7,0,"NW",7,"Aotizhongxin",1
24454,2015,12,14,21,10,12,3,27,500,65,3.5,1019.6,-11.3,0,"WNW",6.6,"Aotizhongxin",0.833333333333333
24455,2015,12,14,22,9,9,4,24,500,65,2.9,1019.8,-11.5,0,"WNW",3.8,"Aotizhongxin",1
24456,2015,12,14,23,14,14,5,27,500,61,2.7,1020,-11.6,0,"NW",3.4,"Aotizhongxin",1
24457,2015,12,15,0,7,7,4,23,500,64,2.6,1019.7,-12.1,0,"NW",5.2,"Aotizhongxin",1
24458,2015,12,15,1,8,8,4,23,600,64,3.2,1019.6,-11.6,0,"WNW",5.8,"Aotizhongxin",1
24459,2015,12,15,2,8,19,3,21,500,65,2.9,1019.8,-11.8,0,"WNW",6.5,"Aotizhongxin",0.421052631578947
24460,2015,12,15,3,7,20,2,17,400,68,2.7,1020.3,-11.6,0,"NW",5.8,"Aotizhongxin",0.35
24461,2015,12,15,4,4,21,2,13,300,NA,2.4,1020.1,-11.2,0,"NW",4.6,"Aotizhongxin",0.19047619047619
24462,2015,12,15,5,9,19,2,14,300,65,1.4,1019.8,-12.1,0,"NW",4.7,"Aotizhongxin",0.473684210526316
24463,2015,12,15,6,3,5,3,13,300,67,1.2,1020.1,-13.7,0,"NW",6.1,"Aotizhongxin",0.6
24464,2015,12,15,7,3,11,3,14,300,65,1,1020.9,-13.5,0,"WNW",5.2,"Aotizhongxin",0.272727272727273
24465,2015,12,15,8,3,19,3,19,400,60,0.5,1021.3,-12.5,0,"NW",5.8,"Aotizhongxin",0.157894736842105
24466,2015,12,15,9,3,13,4,16,400,62,0.6,1022.3,-13.9,0,"NW",4.5,"Aotizhongxin",0.230769230769231
24467,2015,12,15,10,4,10,3,12,400,66,0.7,1023.4,-14.9,0,"NW",5.8,"Aotizhongxin",0.4
24468,2015,12,15,11,3,7,3,9,400,68,0.9,1023.4,-14.4,0,"NW",6.3,"Aotizhongxin",0.428571428571429
24469,2015,12,15,12,4,5,2,9,400,69,1.2,1022.8,-14.1,0,"NW",5.9,"Aotizhongxin",0.8
24470,2015,12,15,13,8,8,2,8,300,68,1.8,1022.2,-14,0,"WNW",6.7,"Aotizhongxin",1
24471,2015,12,15,14,7,7,2,8,300,65,2.1,1021.8,-14.6,0,"NW",6.6,"Aotizhongxin",1
24472,2015,12,15,15,9,9,2,9,400,62,2.9,1021.6,-14.8,0,"NW",4.2,"Aotizhongxin",1
24473,2015,12,15,16,9,9,3,10,400,60,2.5,1022.2,-16.1,0,"NNW",2.9,"Aotizhongxin",1
24474,2015,12,15,17,4,16,6,17,400,54,1.4,1022.8,-15.6,0,"NNW",4,"Aotizhongxin",0.25
24475,2015,12,15,18,8,9,9,24,500,48,0.5,1023.8,-15.1,0,"NNW",3.3,"Aotizhongxin",0.888888888888889
24476,2015,12,15,19,7,10,12,24,500,49,0.1,1024.2,-15.1,0,"NW",4.1,"Aotizhongxin",0.7
24477,2015,12,15,20,7,17,11,19,400,52,-0.7,1024.8,-15.4,0,"NW",4,"Aotizhongxin",0.411764705882353
24478,2015,12,15,21,6,16,17,18,400,51,-1,1025.1,-14.9,0,"NW",4,"Aotizhongxin",0.375
24479,2015,12,15,22,6,7,16,18,400,49,-1.6,1024.9,-15.1,0,"NW",4.2,"Aotizhongxin",0.857142857142857
24480,2015,12,15,23,7,7,16,21,400,46,-2.1,1025.2,-14.9,0,"NNW",2.4,"Aotizhongxin",1
24481,2015,12,16,0,9,9,13,22,400,43,-2.4,1025.1,-15.5,0,"NW",3.2,"Aotizhongxin",1
24482,2015,12,16,1,5,6,12,21,400,44,-1.7,1024.9,-14.8,0,"NW",5,"Aotizhongxin",0.833333333333333
24483,2015,12,16,2,6,6,15,17,400,46,-1.9,1025.1,-15.4,0,"NW",4.1,"Aotizhongxin",1
24484,2015,12,16,3,7,11,15,16,400,45,-2.1,1025.3,-15.2,0,"WNW",3.4,"Aotizhongxin",0.636363636363636
24485,2015,12,16,4,5,8,15,18,400,42,-2.1,1025.2,-14.9,0,"NW",3.8,"Aotizhongxin",0.625
24486,2015,12,16,5,3,7,14,21,500,38,-2.7,1025.5,-15.7,0,"NNW",3.9,"Aotizhongxin",0.428571428571429
24487,2015,12,16,6,6,7,13,21,500,37,-2.7,1025.8,-15.7,0,"NW",3.9,"Aotizhongxin",0.857142857142857
24488,2015,12,16,7,3,11,13,19,500,37,-2.7,1026.5,-15.7,0,"NW",4.1,"Aotizhongxin",0.272727272727273
24489,2015,12,16,8,4,11,12,22,500,34,-2.7,1026.8,-16.1,0,"NW",5.1,"Aotizhongxin",0.363636363636364
24490,2015,12,16,9,6,13,13,17,500,38,-2.8,1027.4,-15.8,0,"NW",5.2,"Aotizhongxin",0.461538461538462
24491,2015,12,16,10,4,16,9,13,600,42,-1.7,1027.3,-16.3,0,"WNW",4.7,"Aotizhongxin",0.25
24492,2015,12,16,11,7,24,2,9,500,47,-0.7,1027.3,-15.8,0,"NW",4.6,"Aotizhongxin",0.291666666666667
24493,2015,12,16,12,9,16,2,7,500,51,-0.4,1026.9,-16.7,0,"NW",5,"Aotizhongxin",0.5625
24494,2015,12,16,13,8,17,2,5,500,53,0.4,1026.4,-16,0,"NW",3.7,"Aotizhongxin",0.470588235294118
24495,2015,12,16,14,4,14,4,7,500,53,1,1026.3,-16,0,"NNW",4.2,"Aotizhongxin",0.285714285714286
24496,2015,12,16,15,3,9,2,7,400,54,0.4,1026.7,-16.9,0,"NNW",6.3,"Aotizhongxin",0.333333333333333
24497,2015,12,16,16,5,15,2,9,400,52,-0.1,1027.5,-16.5,0,"WNW",4.5,"Aotizhongxin",0.333333333333333
24498,2015,12,16,17,5,17,2,13,400,48,-0.8,1028.1,-16.3,0,"WNW",5.7,"Aotizhongxin",0.294117647058824
24499,2015,12,16,18,6,16,2,24,600,38,-1.5,1028.9,-17.3,0,"NW",3.7,"Aotizhongxin",0.375
24500,2015,12,16,19,13,13,2,24,700,37,-1.8,1029.6,-17.1,0,"N",3.8,"Aotizhongxin",1
24501,2015,12,16,20,14,14,2,23,600,37,-2.3,1030.3,-16.8,0,"NNE",2.9,"Aotizhongxin",1
24502,2015,12,16,21,6,8,2,18,500,41,-2.6,1030.6,-16.7,0,"NNE",4.3,"Aotizhongxin",0.75
24503,2015,12,16,22,7,12,4,28,600,33,-3.5,1030.6,-15.8,0,"ENE",2.1,"Aotizhongxin",0.583333333333333
24504,2015,12,16,23,11,13,6,35,700,28,-3.4,1030.2,-16.4,0,"N",1.8,"Aotizhongxin",0.846153846153846
24505,2015,12,17,0,11,14,4,35,700,28,-4.6,1030.3,-16.2,0,"E",1.6,"Aotizhongxin",0.785714285714286
24506,2015,12,17,1,15,15,5,42,800,23,-4.7,1030,-15.1,0,"ESE",1.1,"Aotizhongxin",1
24507,2015,12,17,2,15,15,7,49,800,17,-4.1,1029.8,-15.4,0,"NNE",1.9,"Aotizhongxin",1
24508,2015,12,17,3,13,15,6,47,600,16,-4.2,1029.9,-15.2,0,"NE",1.5,"Aotizhongxin",0.866666666666667
24509,2015,12,17,4,13,16,5,53,700,NA,-5.4,1029.7,-14.7,0,"NE",1.2,"Aotizhongxin",0.8125
24510,2015,12,17,5,13,13,3,37,600,24,-6.7,1029.5,-15.7,0,"NE",1.1,"Aotizhongxin",1
24511,2015,12,17,6,10,13,2,46,700,15,-8.3,1029.8,-14.9,0,"SW",0.6,"Aotizhongxin",0.769230769230769
24512,2015,12,17,7,9,14,2,55,900,9,-8.3,1030.2,-13.7,0,"N",0.7,"Aotizhongxin",0.642857142857143
24513,2015,12,17,8,14,17,2,62,1100,7,-8.4,1030.3,-13.1,0,"E",1.1,"Aotizhongxin",0.823529411764706
24514,2015,12,17,9,14,14,3,58,1100,11,-3.3,1030.2,-12.8,0,"E",0.8,"Aotizhongxin",1
24515,2015,12,17,10,24,45,7,66,1700,12,-1.9,1030.3,-14.4,0,"WSW",1,"Aotizhongxin",0.533333333333333
24516,2015,12,17,11,40,46,18,63,1700,20,0,1029.6,-14.4,0,"W",2.2,"Aotizhongxin",0.869565217391304
24517,2015,12,17,12,46,46,29,51,1300,31,1.2,1028.5,-14.9,0,"SW",1.5,"Aotizhongxin",1
24518,2015,12,17,13,44,49,25,60,1400,33,1.9,1027.7,-14.7,0,"W",2,"Aotizhongxin",0.897959183673469
24519,2015,12,17,14,69,96,34,80,1900,28,2.7,1026.9,-14,0,"SSW",2,"Aotizhongxin",0.71875
24520,2015,12,17,15,68,86,20,69,1600,35,3,1026.5,-14.7,0,"SW",1.7,"Aotizhongxin",0.790697674418605
24521,2015,12,17,16,71,90,13,75,1400,30,2.8,1026.2,-14.4,0,"SW",1.7,"Aotizhongxin",0.788888888888889
24522,2015,12,17,17,58,87,9,53,NA,NA,1.3,1026.1,-13.2,0,"WSW",1.4,"Aotizhongxin",NA
24523,2015,12,17,18,58,87,30,111,2100,12,1.1,1026.1,-12.7,0,"WSW",2.4,"Aotizhongxin",NA
24524,2015,12,17,19,58,87,23,107,2000,16,1,1026.2,-13.1,0,"WSW",2.5,"Aotizhongxin",NA
24525,2015,12,17,20,109,109,20,111,2200,14,0.6,1026.7,-13.1,0,"W",1.9,"Aotizhongxin",1
24526,2015,12,17,21,135,135,23,114,2600,14,-1.6,1026.7,-12.6,0,"WSW",0.3,"Aotizhongxin",1
24527,2015,12,17,22,140,140,22,112,2800,14,-2.6,1026.6,-11.1,0,"SW",1.1,"Aotizhongxin",1
24528,2015,12,17,23,137,137,19,110,3100,13,-3.2,1026.3,-11,0,"W",0.3,"Aotizhongxin",1
24529,2015,12,18,0,141,141,15,107,3400,13,-4.9,1026.4,-9.9,0,"ESE",0.7,"Aotizhongxin",1
24530,2015,12,18,1,152,152,15,108,4100,13,-3.3,1026.4,-9.1,0,"NE",1.7,"Aotizhongxin",1
24531,2015,12,18,2,162,162,17,111,4700,14,-4.6,1026.5,-9.2,0,"ENE",0.7,"Aotizhongxin",1
24532,2015,12,18,3,171,171,20,115,5100,15,-4.2,1026.7,-9.2,0,"NE",0.7,"Aotizhongxin",1
24533,2015,12,18,4,154,154,42,114,4800,17,-5.2,1026.6,-9.1,0,"S",0.4,"Aotizhongxin",1
24534,2015,12,18,5,105,105,43,102,3500,15,-6.8,1026.9,-10.2,0,"SSE",0.4,"Aotizhongxin",1
24535,2015,12,18,6,100,100,38,97,3500,14,-4.4,1027.1,-10.6,0,"N",1.2,"Aotizhongxin",1
24536,2015,12,18,7,86,86,33,91,3200,13,-3.1,1028,-11.6,0,"N",1.4,"Aotizhongxin",1
24537,2015,12,18,8,58,58,35,89,2500,13,-4.5,1029.1,-11.1,0,"E",2.3,"Aotizhongxin",1
24538,2015,12,18,9,51,51,29,85,2500,14,-0.8,1029.8,-11,0,"N",1.5,"Aotizhongxin",1
24539,2015,12,18,10,55,55,23,78,2200,18,1.8,1030.6,-10.7,0,"NNE",1.6,"Aotizhongxin",1
24540,2015,12,18,11,54,81,23,77,1800,23,4.2,1030.6,-11.1,0,"NE",2.7,"Aotizhongxin",0.666666666666667
24541,2015,12,18,12,30,43,15,40,1100,54,5.2,1030.1,-11,0,"NE",3.1,"Aotizhongxin",0.697674418604651
24542,2015,12,18,13,23,30,13,31,900,64,5.5,1029.7,-10.7,0,"NE",2.7,"Aotizhongxin",0.766666666666667
24543,2015,12,18,14,26,36,13,37,900,62,6,1029.4,-10.7,0,"NE",2.8,"Aotizhongxin",0.722222222222222
24544,2015,12,18,15,28,39,12,44,800,58,6.2,1029.4,-10.6,0,"NE",2.1,"Aotizhongxin",0.717948717948718
24545,2015,12,18,16,24,34,10,51,700,51,5.7,1030,-10.6,0,"ENE",2.1,"Aotizhongxin",0.705882352941177
24546,2015,12,18,17,18,31,10,70,800,36,3.5,1030.5,-10.6,0,"ESE",2.1,"Aotizhongxin",0.580645161290323
24547,2015,12,18,18,24,58,10,94,1000,19,1.5,1031.3,-9.5,0,"WSW",0.3,"Aotizhongxin",0.413793103448276
24548,2015,12,18,19,28,69,9,99,1000,17,-0.8,1032,-8.5,0,"SE",0.6,"Aotizhongxin",0.405797101449275
24549,2015,12,18,20,38,84,11,98,1600,13,-1.4,1032.4,-8.6,0,"S",0.7,"Aotizhongxin",0.452380952380952
24550,2015,12,18,21,48,101,17,105,2000,14,-2.5,1032.7,-9.4,0,"ESE",0.7,"Aotizhongxin",0.475247524752475
24551,2015,12,18,22,63,107,20,110,2200,14,-2.9,1032.9,-8.8,0,"SE",0.5,"Aotizhongxin",0.588785046728972
24552,2015,12,18,23,74,123,24,113,2400,13,-3.2,1033.1,-8.9,0,"E",0.4,"Aotizhongxin",0.601626016260163
24553,2015,12,19,0,80,113,23,110,2700,13,-3.8,1033.4,-8.8,0,"E",0.7,"Aotizhongxin",0.707964601769911
24554,2015,12,19,1,116,174,33,111,5000,18,-3.7,1033.3,-8.4,0,"ESE",0.7,"Aotizhongxin",0.666666666666667
24555,2015,12,19,2,145,187,41,104,5400,21,-3.8,1033.2,-8.5,0,"SE",1.1,"Aotizhongxin",0.775401069518717
24556,2015,12,19,3,179,239,46,111,6700,23,-3.6,1033.4,-8.3,0,"ENE",0.7,"Aotizhongxin",0.748953974895398
24557,2015,12,19,4,238,273,51,120,7600,NA,-4.7,1033.2,-7.8,0,"NE",0.5,"Aotizhongxin",0.871794871794872
24558,2015,12,19,5,235,269,47,108,7300,19,-5.3,1033.1,-6.8,0,"NE",1.2,"Aotizhongxin",0.87360594795539
24559,2015,12,19,6,205,226,42,101,6200,15,-5.3,1032.9,-6.7,0,"NE",1.2,"Aotizhongxin",0.907079646017699
24560,2015,12,19,7,179,198,31,94,5600,13,-6,1033,-7.2,0,"ENE",1.1,"Aotizhongxin",0.904040404040404
24561,2015,12,19,8,115,117,27,80,3300,9,-6,1033.3,-7.1,0,"NE",0.9,"Aotizhongxin",0.982905982905983
24562,2015,12,19,9,87,93,23,70,3200,10,-3.4,1033.7,-6.7,0,"ENE",1.1,"Aotizhongxin",0.935483870967742
24563,2015,12,19,10,81,84,26,67,2700,13,-1.6,1033.5,-6.2,0,"ENE",1.2,"Aotizhongxin",0.964285714285714
24564,2015,12,19,11,54,54,25,50,1600,25,-0.5,1032.8,-5.7,0,"NE",1.6,"Aotizhongxin",1
24565,2015,12,19,12,71,74,30,61,2000,27,0.7,1031.7,-5.1,0,"ENE",1.2,"Aotizhongxin",0.959459459459459
24566,2015,12,19,13,89,90,34,73,2200,28,1.3,1030.3,-5.2,0,"E",1.3,"Aotizhongxin",0.988888888888889
24567,2015,12,19,14,105,112,33,92,2400,21,1.9,1029.4,-4.8,0,"E",1.2,"Aotizhongxin",0.9375
24568,2015,12,19,15,124,134,33,109,2700,17,2.3,1028.6,-4.9,0,"NE",1.5,"Aotizhongxin",0.925373134328358
24569,2015,12,19,16,133,150,31,119,2800,12,1.9,1028.4,-4.4,0,"E",1.5,"Aotizhongxin",0.886666666666667
24570,2015,12,19,17,144,167,32,129,3000,9,0.6,1028.5,-4.2,0,"NE",1.2,"Aotizhongxin",0.862275449101796
24571,2015,12,19,18,164,186,33,144,3500,8,0,1028.6,-4.3,0,"NNE",1,"Aotizhongxin",0.881720430107527
24572,2015,12,19,19,165,184,30,136,3700,9,-1.2,1028.4,-4,0,"N",0.1,"Aotizhongxin",0.896739130434783
24573,2015,12,19,20,155,173,35,126,3600,10,-0.7,1028.3,-3.4,0,"ENE",0.7,"Aotizhongxin",0.895953757225434
24574,2015,12,19,21,151,169,40,120,3700,11,-1.3,1028.1,-4.5,0,"ENE",0.9,"Aotizhongxin",0.893491124260355
24575,2015,12,19,22,170,191,51,122,4600,13,-2.7,1027.9,-4.7,0,"ENE",0.9,"Aotizhongxin",0.890052356020942
24576,2015,12,19,23,193,206,62,122,4900,14,-3.5,1027.8,-4.8,0,"ESE",0.4,"Aotizhongxin",0.936893203883495
24577,2015,12,20,0,196,204,51,122,5000,13,-2.4,1026.8,-4.7,0,"ENE",1.2,"Aotizhongxin",0.96078431372549
24578,2015,12,20,1,211,223,50,123,5800,15,-2.6,1026.3,-4.8,0,"NNE",0.6,"Aotizhongxin",0.946188340807175
24579,2015,12,20,2,218,222,55,125,5900,14,-2.6,1025.8,-4.5,0,"NE",1.3,"Aotizhongxin",0.981981981981982
24580,2015,12,20,3,169,169,49,120,4600,11,-2.2,1025,-4.4,0,"E",1.3,"Aotizhongxin",1
24581,2015,12,20,4,157,157,43,114,4400,11,-3.1,1024.3,-4.8,0,"E",1.4,"Aotizhongxin",1
24582,2015,12,20,5,173,173,42,116,5000,11,-3.5,1023.7,-5.4,0,"ENE",1.4,"Aotizhongxin",1
24583,2015,12,20,6,172,172,37,115,4800,10,-4.1,1023.7,-5.5,0,"NE",0.6,"Aotizhongxin",1
24584,2015,12,20,7,173,175,39,117,4900,10,-4.1,1023.5,-5.2,0,"ENE",1.3,"Aotizhongxin",0.988571428571429
24585,2015,12,20,8,172,176,41,115,5100,10,-3.1,1023.4,-5.3,0,"ENE",1.1,"Aotizhongxin",0.977272727272727
24586,2015,12,20,9,182,188,41,114,5300,11,-3,1023.6,-5,0,"ENE",0.9,"Aotizhongxin",0.968085106382979
24587,2015,12,20,10,178,181,45,115,4600,11,-1.4,1023.5,-4.7,0,"ENE",1.3,"Aotizhongxin",0.983425414364641
24588,2015,12,20,11,190,199,54,124,4900,12,-0.4,1022.7,-4.5,0,"ENE",1.5,"Aotizhongxin",0.954773869346734
24589,2015,12,20,12,173,173,50,114,4000,15,0.6,1021.5,-4.2,0,"E",1.7,"Aotizhongxin",1
24590,2015,12,20,13,172,172,47,113,3600,17,1.1,1020.6,-3.6,0,"E",1.5,"Aotizhongxin",1
24591,2015,12,20,14,190,190,48,120,3400,19,1.6,1019.7,-3.7,0,"ENE",1,"Aotizhongxin",1
24592,2015,12,20,15,206,213,45,137,4000,15,1.6,1019.4,-3.5,0,"E",1.1,"Aotizhongxin",0.967136150234742
24593,2015,12,20,16,224,229,42,146,4200,11,0.9,1019.4,-3.4,0,"ESE",1.1,"Aotizhongxin",0.978165938864629
24594,2015,12,20,17,216,222,33,141,3900,9,-0.7,1019.9,-3.6,0,"E",0.8,"Aotizhongxin",0.972972972972973
24595,2015,12,20,18,205,205,29,137,3800,8,-2.2,1020.3,-3.5,0,"ENE",1,"Aotizhongxin",1
24596,2015,12,20,19,209,209,24,134,4100,8,-2.8,1020.7,-3.5,0,"N",0.2,"Aotizhongxin",1
24597,2015,12,20,20,208,212,20,130,4400,9,-3.3,1020.8,-3.8,0,"E",0.8,"Aotizhongxin",0.981132075471698
24598,2015,12,20,21,220,224,18,132,4800,9,-3.4,1020.9,-3.7,0,"N",0.1,"Aotizhongxin",0.982142857142857
24599,2015,12,20,22,239,243,21,135,5100,11,-3.3,1021.2,-3.3,0,"NE",0.8,"Aotizhongxin",0.983539094650206
24600,2015,12,20,23,271,273,28,139,6000,13,-4.3,1021.5,-4.4,0,"NNE",1,"Aotizhongxin",0.992673992673993
24601,2015,12,21,0,311,311,32,130,7100,16,-4.2,1021.6,-4.2,0,"WNW",0.4,"Aotizhongxin",1
24602,2015,12,21,1,320,320,29,122,7200,15,-3.9,1021.6,-3.9,0,"ENE",0.9,"Aotizhongxin",1
24603,2015,12,21,2,295,295,26,117,6800,14,-4,1021.8,-4.1,0,"NE",1,"Aotizhongxin",1
24604,2015,12,21,3,273,273,25,106,6100,13,-4.5,1021.9,-4.8,0,"NNE",0.6,"Aotizhongxin",1
24605,2015,12,21,4,245,245,23,100,5600,NA,-4.9,1021.8,-5.3,0,"ESE",0.5,"Aotizhongxin",1
24606,2015,12,21,5,223,223,19,95,5000,9,-5.7,1021.7,-6,0,"ENE",0.3,"Aotizhongxin",1
24607,2015,12,21,6,214,214,17,93,5300,9,-5.4,1021.6,-6.2,0,"NE",0.9,"Aotizhongxin",1
24608,2015,12,21,7,255,255,19,98,7500,11,-5.8,1022.5,-6.2,0,"ENE",1,"Aotizhongxin",1
24609,2015,12,21,8,276,276,19,97,8500,12,-5.7,1023.4,-6.2,0,"ENE",1.2,"Aotizhongxin",1
24610,2015,12,21,9,263,263,22,95,7500,19,-4.3,1024.5,-5.3,0,"SSW",0.3,"Aotizhongxin",1
24611,2015,12,21,10,238,238,24,93,5400,10,-1.7,1024.9,-4.2,0,"E",1.1,"Aotizhongxin",1
24612,2015,12,21,11,170,170,32,87,3300,12,0.3,1024.8,-4,0,"E",1.3,"Aotizhongxin",1
24613,2015,12,21,12,183,197,45,103,3800,14,2.6,1024.2,-4.2,0,"SE",0.6,"Aotizhongxin",0.928934010152284
24614,2015,12,21,13,223,223,42,149,5300,14,3.3,1022.4,-3.3,0,"ENE",1.1,"Aotizhongxin",1
24615,2015,12,21,14,231,231,42,142,4500,15,4.1,1021.8,-4.4,0,"NNE",1.6,"Aotizhongxin",1
24616,2015,12,21,15,204,204,40,125,3600,17,3.9,1021.7,-5.3,0,"ENE",1.6,"Aotizhongxin",1
24617,2015,12,21,16,182,182,38,110,3000,17,3.8,1021.9,-5.7,0,"E",0.9,"Aotizhongxin",1
24618,2015,12,21,17,160,160,33,115,2700,9,1.6,1022.4,-5.1,0,"S",0.3,"Aotizhongxin",1
24619,2015,12,21,18,163,163,25,120,3300,7,-1.1,1023.1,-5.3,0,"N",0.1,"Aotizhongxin",1
24620,2015,12,21,19,199,233,22,133,4400,11,-0.1,1024.1,-4.4,0,"WSW",1.1,"Aotizhongxin",0.854077253218884
24621,2015,12,21,20,333,368,29,208,7000,9,0.7,1024.5,-3.2,0,"WNW",1.1,"Aotizhongxin",0.904891304347826
24622,2015,12,21,21,354,356,28,210,6900,9,-2.3,1024.8,-4,0,"E",0.9,"Aotizhongxin",0.99438202247191
24623,2015,12,21,22,337,337,28,181,6400,10,-2.6,1025,-3.7,0,"ENE",1.1,"Aotizhongxin",1
24624,2015,12,21,23,242,242,41,133,4900,11,-3.4,1025,-4.2,0,"NNE",0.8,"Aotizhongxin",1
24625,2015,12,22,0,276,276,44,135,6600,14,-3.8,1025.1,-4.8,0,"E",0.9,"Aotizhongxin",1
24626,2015,12,22,1,325,325,54,122,8100,20,-3.1,1025,-3.9,0,"NE",0.8,"Aotizhongxin",1
24627,2015,12,22,2,354,354,46,119,8000,19,-3,1024.9,-4.3,0,"NE",0.7,"Aotizhongxin",1
24628,2015,12,22,3,298,298,35,110,6100,14,-3.5,1024.9,-4.9,0,"SE",0.5,"Aotizhongxin",1
24629,2015,12,22,4,273,273,25,100,5600,12,-4,1024.7,-5,0,"N",0.1,"Aotizhongxin",1
24630,2015,12,22,5,265,265,24,102,5900,12,-4.7,1024.4,-5.5,0,"ESE",0.8,"Aotizhongxin",1
24631,2015,12,22,6,314,314,29,117,8300,12,-4.6,1024.1,-5,0,"ENE",2,"Aotizhongxin",1
24632,2015,12,22,7,250,250,32,112,5900,9,-5.1,1024.6,-5.6,0,"ENE",1,"Aotizhongxin",1
24633,2015,12,22,8,146,146,31,79,3100,7,-4.8,1024.8,-6.2,0,"ENE",1,"Aotizhongxin",1
24634,2015,12,22,9,129,129,23,71,3000,8,-4.2,1025.6,-5.7,0,"E",1.1,"Aotizhongxin",1
24635,2015,12,22,10,140,140,9,82,3200,9,-3,1025.9,-5.6,0,"ENE",1.5,"Aotizhongxin",1
24636,2015,12,22,11,189,189,34,92,3800,10,-2,1025.6,-4.8,0,"ENE",1,"Aotizhongxin",1
24637,2015,12,22,12,272,272,51,105,4500,13,-1,1024.6,-3.8,0,"E",1,"Aotizhongxin",1
24638,2015,12,22,13,307,307,57,122,5200,12,-0.3,1023.4,-3.5,0,"ENE",1.2,"Aotizhongxin",1
24639,2015,12,22,14,355,364,67,143,6700,11,0.1,1022.5,-3.3,0,"ENE",1.6,"Aotizhongxin",0.975274725274725
24640,2015,12,22,15,388,414,74,157,8200,10,-0.1,1022,-3.1,0,"E",1.4,"Aotizhongxin",0.93719806763285
24641,2015,12,22,16,470,507,88,169,NA,10,-1.6,1022.3,-2.7,0,"ESE",2.5,"Aotizhongxin",0.927021696252465
24642,2015,12,22,17,483,514,75,165,9900,10,-2.2,1022.2,-2.5,0,"E",0.8,"Aotizhongxin",0.939688715953307
24643,2015,12,22,18,485,521,43,144,NA,10,-2.1,1022.1,-2.1,0,"E",1.2,"Aotizhongxin",0.930902111324376
24644,2015,12,22,19,483,499,39,144,NA,10,-1.4,1022.1,-1.4,0,"ESE",1.5,"Aotizhongxin",0.967935871743487
24645,2015,12,22,20,419,419,42,147,9000,8,-1.1,1022.7,-1.1,0,"E",1.1,"Aotizhongxin",1
24646,2015,12,22,21,378,378,42,149,8000,7,-1.1,1023,-1.1,0,"E",0.9,"Aotizhongxin",1
